departamento,anio,mes,cantidadunidades,valormilespesos,toneladas
Bogotá,2013,Abril,6599.80,161911.41,6.60
Bogotá,2013,Abril,8545.00,74599.48,8.54
Bogotá,2013,Abril,76856.00,343499.46,76.86
Bogotá,2013,Abril,3201.45,56717.95,3.20
Bogotá,2013,Abril,2136.60,14665.36,2.14
Bogotá,2013,Abril,538.78,7328.97,0.54
Bogotá,2013,Abril,761.90,9017.84,0.76
Bogotá,2013,Abril,538.78,13007.96,0.54
Bogotá,2013,Abril,54.42,1347.63,0.05
Bogotá,2014,Abril,60.00,2365.22,0.06
Bogotá,2014,Abril,125.00,4213.90,0.13
Bogotá,2014,Abril,116.67,5949.44,0.12
Bogotá,2014,Abril,81.52,3091.46,0.08
Bogotá,2014,Abril,27.07,1026.74,0.03
Bogotá,2014,Abril,16.77,635.99,0.02
Bogotá,2014,Abril,1501.09,10309.46,1.50
Bogotá,2014,Abril,1262.02,21280.19,1.26
Bogotá,2014,Abril,30.00,604.44,0.03
Bogotá,2014,Abril,1959.54,45871.67,1.96
Bogotá,2014,Abril,1980.00,27888.55,1.98
Bogotá,2014,Abril,2215.20,31231.71,2.22
Bogotá,2014,Abril,46263.83,933135.92,46.26
Bogotá,2014,Abril,6.00,243.64,0.01
Bogotá,2014,Abril,12.00,625.63,0.01
Bogotá,2014,Abril,610.00,23911.35,0.61
Bogotá,2014,Abril,33.00,1097.06,0.03
Bogotá,2014,Abril,7400.40,61554.51,7.40
Bogotá,2014,Abril,2651.37,18564.95,2.65
Bogotá,2014,Abril,3716.60,117169.91,3.72
Bogotá,2014,Abril,2619.82,95530.93,2.62
Bogotá,2014,Abril,25700.50,143120.22,25.70
Bogotá,2014,Abril,4198.25,33202.01,4.20
Bogotá,2014,Abril,50025.00,265648.18,50.02
Bogotá,2014,Abril,67000.00,245668.47,67.00
Bogotá,2014,Abril,602.18,4746.38,0.60
Bogotá,2014,Abril,1556.47,8561.02,1.56
Bogotá,2014,Abril,531.00,4733.03,0.53
Bogotá,2014,Abril,3379.20,24736.29,3.38
Bogotá,2014,Abril,54016.00,289429.21,54.02
Bogotá,2014,Abril,5991.39,107782.04,5.99
Bogotá,2014,Abril,4753.33,244149.61,4.75
Bogotá,2014,Abril,9596.15,416309.39,9.60
Bogotá,2014,Abril,30822.37,796365.47,30.82
Bogotá,2014,Abril,257.00,5261.22,0.26
Bogotá,2014,Abril,18768.00,268728.80,18.77
Bogotá,2014,Abril,28190.00,248796.54,28.19
Bogotá,2014,Abril,40014.00,167057.32,40.01
Bogotá,2014,Abril,50.00,3834.70,0.05
Bogotá,2014,Abril,1388.61,36174.71,1.39
Bogotá,2014,Abril,834.02,8354.89,0.83
Bogotá,2014,Abril,1480.28,9587.71,1.48
Bogotá,2014,Abril,9904.73,125837.74,9.90
Bogotá,2014,Abril,3355.95,39602.64,3.36
Bogotá,2014,Abril,1616.33,22401.82,1.62
Bogotá,2014,Abril,3047.62,39062.46,3.05
Bogotá,2015,Abril,19.20,338.88,0.02
Bogotá,2015,Abril,52.00,2005.40,0.05
Bogotá,2015,Abril,2050.00,72034.04,2.05
Bogotá,2015,Abril,2223.46,150247.26,2.22
Bogotá,2015,Abril,324.00,8894.70,0.32
Bogotá,2015,Abril,1040.59,49397.84,1.04
Bogotá,2015,Abril,57.18,2720.85,0.06
Bogotá,2015,Abril,444.52,12714.87,0.44
Bogotá,2015,Abril,786.50,32700.83,0.79
Bogotá,2015,Abril,100.17,761.57,0.10
Bogotá,2015,Abril,2228.98,16809.74,2.23
Bogotá,2015,Abril,918.52,54334.44,0.92
Bogotá,2015,Abril,353.81,5722.10,0.35
Bogotá,2015,Abril,2274.32,43837.25,2.27
Bogotá,2015,Abril,114.00,2614.44,0.11
Bogotá,2015,Abril,2000.00,34936.97,2.00
Bogotá,2015,Abril,3900.04,119469.60,3.90
Bogotá,2015,Abril,4002.05,155993.93,4.00
Bogotá,2015,Abril,1634.40,64044.30,1.63
Bogotá,2015,Abril,15797.03,340004.77,15.80
Bogotá,2015,Abril,1088.73,70923.32,1.09
Bogotá,2015,Abril,5472.00,65733.15,5.47
Bogotá,2015,Abril,231.29,3795.54,0.23
Bogotá,2015,Abril,960.00,12783.25,0.96
Bogotá,2015,Abril,1121.66,10487.30,1.12
Bogotá,2015,Abril,77.48,220.11,0.08
Bogotá,2015,Abril,3306.24,31356.23,3.31
Bogotá,2015,Abril,18851.78,695399.77,18.85
Bogotá,2015,Abril,11673.64,715956.88,11.67
Bogotá,2015,Abril,6707.85,168564.20,6.71
Bogotá,2015,Abril,11746.73,459221.07,11.75
Bogotá,2015,Abril,1740.00,97162.94,1.74
Bogotá,2015,Abril,306.58,10013.33,0.31
Bogotá,2015,Abril,144.00,2561.91,0.14
Bogotá,2015,Abril,246.00,1979.23,0.25
Bogotá,2015,Abril,3047.66,28592.23,3.05
Bogotá,2015,Abril,1422.00,22412.54,1.42
Bogotá,2015,Abril,45350.24,579152.53,45.35
Bogotá,2015,Abril,1149.10,8516.50,1.15
Bogotá,2015,Abril,8.26,272.58,0.01
Bogotá,2015,Abril,2.60,96.46,0.00
Bogotá,2015,Abril,2.52,71.16,0.00
Bogotá,2015,Abril,13870.82,312809.16,13.87
Bogotá,2015,Abril,231.29,3832.09,0.23
Bogotá,2015,Abril,1088.44,10182.25,1.09
Bogotá,2015,Abril,3447.62,67101.41,3.45
Bogotá,2015,Abril,507.92,9700.37,0.51
Bogotá,2015,Abril,711.83,4000.27,0.71
Bogotá,2015,Abril,2962.27,48260.55,2.96
Bogotá,2016,Abril,100.00,4656.19,0.10
Bogotá,2016,Abril,392.00,16132.55,0.39
Bogotá,2016,Abril,1303.63,28128.60,1.30
Bogotá,2016,Abril,114.54,3546.55,0.11
Bogotá,2016,Abril,4904.46,203196.32,4.90
Bogotá,2016,Abril,800.00,32693.62,0.80
Bogotá,2016,Abril,79.20,14763.17,0.08
Bogotá,2016,Abril,5544.00,49906.06,5.54
Bogotá,2016,Abril,8582.69,390758.93,8.58
Bogotá,2016,Abril,6124.61,225888.52,6.12
Bogotá,2016,Abril,1536.00,62813.58,1.54
Bogotá,2016,Abril,5.00,449.49,0.01
Bogotá,2016,Abril,83.62,7272.30,0.08
Bogotá,2016,Abril,2876.46,90561.44,2.88
Bogotá,2016,Abril,878.68,9572.97,0.88
Bogotá,2016,Abril,892.50,10867.74,0.89
Bogotá,2016,Abril,11108.00,259352.28,11.11
Bogotá,2016,Abril,15200.00,116839.04,15.20
Bogotá,2016,Abril,800.00,10458.19,0.80
Bogotá,2016,Abril,5422.71,387198.21,5.42
Bogotá,2016,Abril,10800.00,324166.85,10.80
Bogotá,2016,Abril,20504.54,1005029.84,20.50
Bogotá,2016,Abril,18819.37,1082699.32,18.82
Bogotá,2016,Abril,18601.40,532499.65,18.60
Bogotá,2016,Abril,18900.00,182949.25,18.90
Bogotá,2016,Abril,5265.36,261820.13,5.27
Bogotá,2016,Abril,976.49,10440.66,0.98
Bogotá,2016,Abril,510.00,3899.36,0.51
Bogotá,2016,Abril,48.98,1044.96,0.05
Bogotá,2016,Abril,16688.00,227093.59,16.69
Bogotá,2016,Abril,10475.00,182370.30,10.47
Bogotá,2016,Abril,109957.10,1480401.19,109.96
Bogotá,2016,Abril,827.67,48578.46,0.83
Bogotá,2016,Abril,6172.80,279479.79,6.17
Bogotá,2016,Abril,126.00,6625.93,0.13
Bogotá,2016,Abril,14684.95,31945.85,14.68
Bogotá,2016,Abril,12219.23,25604.06,12.22
Bogotá,2016,Abril,3009.60,51865.86,3.01
Bogotá,2016,Abril,62169.96,1444961.55,62.17
Bogotá,2016,Abril,348.29,11512.14,0.35
Bogotá,2016,Abril,1726.54,23778.92,1.73
Bogotá,2016,Abril,2582.60,34559.94,2.58
Bogotá,2016,Abril,2296.61,20892.89,2.30
Bogotá,2016,Abril,6833.05,167136.73,6.83
Bogotá,2016,Abril,3546.42,75775.36,3.55
Bogotá,2016,Abril,10494.68,84887.24,10.49
Bogotá,2016,Abril,1481.63,35322.84,1.48
Bogotá,2016,Abril,380.96,8381.94,0.38
Bogotá,2017,Abril,6076.22,297619.89,6.08
Bogotá,2017,Abril,4900.00,73357.33,4.90
Bogotá,2017,Abril,1439.67,76452.75,1.44
Bogotá,2017,Abril,315.00,6304.47,0.32
Bogotá,2017,Abril,2970.24,202059.70,2.97
Bogotá,2017,Abril,4941.36,96301.08,4.94
Bogotá,2017,Abril,1162.50,59713.49,1.16
Bogotá,2017,Abril,19000.00,188847.22,19.00
Bogotá,2017,Abril,13027.70,279843.23,13.03
Bogotá,2017,Abril,850.82,19289.84,0.85
Bogotá,2017,Abril,10160.00,178648.69,10.16
Bogotá,2017,Abril,8400.00,52670.79,8.40
Bogotá,2017,Abril,9342.80,200490.53,9.34
Bogotá,2017,Abril,7000.00,84788.88,7.00
Bogotá,2017,Abril,11788.12,266232.54,11.79
Bogotá,2017,Abril,19596.00,38087.49,19.60
Bogotá,2017,Abril,0.04,29.98,0.00
Bogotá,2017,Abril,49.26,3290.33,0.05
Bogotá,2017,Abril,100.00,1559.57,0.10
Bogotá,2017,Abril,35270.40,761445.23,35.27
Bogotá,2017,Abril,87.07,2772.36,0.09
Bogotá,2017,Abril,2403.58,48652.28,2.40
Bogotá,2017,Abril,690.40,41597.01,0.69
Bogotá,2017,Abril,63.52,1018.59,0.06
Bogotá,2017,Abril,10014.78,166711.59,10.01
Bogotá,2017,Abril,3453.08,43928.43,3.45
Bogotá,2017,Abril,3000.00,48460.47,3.00
Bogotá,2017,Abril,4503.20,106522.58,4.50
Bogotá,2017,Abril,4558.07,47249.94,4.56
Bogotá,2017,Abril,15937.94,356336.64,15.94
Bogotá,2017,Abril,526.00,15276.87,0.53
Bogotá,2017,Abril,1140.00,19406.11,1.14
Bogotá,2017,Abril,15000.00,103456.71,15.00
Bogotá,2017,Abril,240.00,10174.82,0.24
Bogotá,2017,Abril,1556.47,13519.11,1.56
Bogotá,2017,Abril,2079.00,26201.95,2.08
Bogotá,2017,Abril,1792.00,58256.50,1.79
Bogotá,2017,Abril,529.41,18950.09,0.53
Bogotá,2017,Abril,13008.40,143398.46,13.01
Bogotá,2017,Abril,7685.40,127373.87,7.69
Bogotá,2017,Abril,11093.60,114276.80,11.09
Bogotá,2017,Abril,1344.00,59214.39,1.34
Bogotá,2017,Abril,1620.81,77565.35,1.62
Bogotá,2017,Abril,1170.00,50446.08,1.17
Bogotá,2017,Abril,2459.32,29688.86,2.46
Bogotá,2017,Abril,12.66,911.79,0.01
Bogotá,2017,Abril,2155.10,46393.35,2.16
Bogotá,2017,Abril,377.52,17327.90,0.38
Bogotá,2017,Abril,7000.00,52115.95,7.00
Bogotá,2017,Abril,4000.00,29067.38,4.00
Bogotá,2017,Abril,95.24,2009.74,0.10
Bogotá,2017,Abril,8668.48,461344.96,8.67
BolÃ­var,2007,Abril,20632.00,60972.08,20.63
BolÃ­var,2008,Abril,1864.80,4802.38,1.86
BolÃ­var,2008,Abril,3135.25,12159.29,3.14
BolÃ­var,2009,Abril,1489.87,60311.81,1.49
BolÃ­var,2009,Abril,5275.00,67573.28,5.28
BolÃ­var,2009,Abril,51297.40,160401.62,51.30
BolÃ­var,2011,Abril,1188.00,21363.88,1.19
BolÃ­var,2016,Abril,32.00,349.27,0.03
Caldas,2008,Abril,1426.00,8334.91,1.43
Caldas,2008,Abril,1426.00,10093.88,1.43
Caldas,2012,Abril,26000.00,208030.08,26.00
Caldas,2013,Abril,25020.00,122514.75,25.02
Caldas,2016,Abril,15000.00,114549.44,15.00
Caldas,2017,Abril,1627.92,18272.59,1.63
Caldas,2017,Abril,25228.80,301646.74,25.23
Cauca,2006,Abril,11340.00,59603.25,11.34
Cauca,2011,Abril,15000.00,152346.73,15.00
Cauca,2015,Abril,80.00,1810.12,0.08
Cauca,2016,Abril,10000.00,105781.63,10.00
Cauca,2016,Abril,100.00,4113.88,0.10
Cundinamarca,2006,Abril,734.40,8335.85,0.73
Cundinamarca,2006,Abril,90.72,635.20,0.09
Cundinamarca,2006,Abril,4320.00,19343.81,4.32
Cundinamarca,2007,Abril,1550.40,18822.68,1.55
Cundinamarca,2007,Abril,4536.00,56015.86,4.54
Cundinamarca,2008,Abril,816.00,8406.63,0.82
Cundinamarca,2008,Abril,1545.88,35875.45,1.55
Cundinamarca,2008,Abril,2703.99,16475.17,2.70
Cundinamarca,2008,Abril,4023.80,24516.61,4.02
Cundinamarca,2008,Abril,6272.96,79281.46,6.27
Cundinamarca,2008,Abril,37615.30,309647.41,37.62
Cundinamarca,2008,Abril,19872.00,60098.91,19.87
Cundinamarca,2008,Abril,25000.00,56152.69,25.00
Cundinamarca,2009,Abril,1632.00,22423.49,1.63
Cundinamarca,2009,Abril,453.60,2752.47,0.45
Cundinamarca,2009,Abril,48.00,1619.60,0.05
Cundinamarca,2009,Abril,271.48,3798.30,0.27
Cundinamarca,2009,Abril,1332.00,21297.76,1.33
Cundinamarca,2009,Abril,1853.97,35701.09,1.85
Cundinamarca,2009,Abril,998.40,17068.46,1.00
Cundinamarca,2009,Abril,184.21,2283.89,0.18
Cundinamarca,2009,Abril,11890.21,221215.04,11.89
Cundinamarca,2009,Abril,15000.00,55531.83,15.00
Cundinamarca,2010,Abril,160.00,1884.44,0.16
Cundinamarca,2010,Abril,2365.28,31659.25,2.37
Cundinamarca,2010,Abril,1151.88,17314.86,1.15
Cundinamarca,2010,Abril,2927.34,15570.77,2.93
Cundinamarca,2010,Abril,12345.87,178592.90,12.35
Cundinamarca,2010,Abril,50000.00,346654.35,50.00
Cundinamarca,2011,Abril,5250.00,89873.32,5.25
Cundinamarca,2011,Abril,1260.90,8257.71,1.26
Cundinamarca,2011,Abril,565.13,5796.49,0.57
Cundinamarca,2011,Abril,3697.46,74549.34,3.70
Cundinamarca,2011,Abril,649.70,9312.47,0.65
Cundinamarca,2011,Abril,450.00,4933.88,0.45
Cundinamarca,2011,Abril,16000.00,155260.41,16.00
Cundinamarca,2011,Abril,1291.00,17839.71,1.29
Cundinamarca,2011,Abril,14000.00,135139.74,14.00
Cundinamarca,2011,Abril,17628.00,112926.13,17.63
Cundinamarca,2012,Abril,1360.12,66746.47,1.36
Cundinamarca,2012,Abril,2449.00,23191.09,2.45
Cundinamarca,2012,Abril,806.40,10375.25,0.81
Cundinamarca,2012,Abril,32000.00,114611.72,32.00
Cundinamarca,2012,Abril,120.00,1517.86,0.12
Cundinamarca,2012,Abril,90.00,1827.39,0.09
Cundinamarca,2012,Abril,14000.00,144203.38,14.00
Cundinamarca,2012,Abril,2227.68,27264.06,2.23
Cundinamarca,2012,Abril,17628.00,110060.73,17.63
Cundinamarca,2013,Abril,3500.00,50397.33,3.50
Cundinamarca,2013,Abril,1764.00,16624.05,1.76
Cundinamarca,2013,Abril,720.00,6981.88,0.72
Cundinamarca,2013,Abril,4465.60,81750.18,4.47
Cundinamarca,2013,Abril,4995.84,171697.71,5.00
Cundinamarca,2013,Abril,230.40,12602.82,0.23
Cundinamarca,2013,Abril,2666.60,65635.66,2.67
Cundinamarca,2013,Abril,14000.00,106860.63,14.00
Cundinamarca,2013,Abril,1540.00,35577.79,1.54
Cundinamarca,2013,Abril,2529.20,40659.32,2.53
Cundinamarca,2013,Abril,353.80,5890.07,0.35
Cundinamarca,2013,Abril,3174.38,52263.47,3.17
Cundinamarca,2013,Abril,5601.38,47544.28,5.60
Cundinamarca,2013,Abril,8250.00,62744.66,8.25
Cundinamarca,2013,Abril,17628.00,113202.62,17.63
Cundinamarca,2014,Abril,25.00,160.20,0.03
Cundinamarca,2014,Abril,68.04,263.97,0.07
Cundinamarca,2014,Abril,5397.74,53184.95,5.40
Cundinamarca,2014,Abril,7123.14,127729.52,7.12
Cundinamarca,2014,Abril,18203.11,296270.03,18.20
Cundinamarca,2014,Abril,306.51,4628.17,0.31
Cundinamarca,2014,Abril,17628.00,129154.26,17.63
Cundinamarca,2015,Abril,939.60,63477.48,0.94
Cundinamarca,2015,Abril,3850.00,55982.08,3.85
Cundinamarca,2015,Abril,4330.00,48435.66,4.33
Cundinamarca,2015,Abril,210.00,1345.45,0.21
Cundinamarca,2015,Abril,18140.00,113000.62,18.14
Cundinamarca,2015,Abril,28000.00,189236.32,28.00
Cundinamarca,2015,Abril,122.84,5532.22,0.12
Cundinamarca,2015,Abril,54.43,1304.33,0.05
Cundinamarca,2015,Abril,963.88,12091.42,0.96
Cundinamarca,2015,Abril,10087.30,250079.60,10.09
Cundinamarca,2015,Abril,2146.04,13626.06,2.15
Cundinamarca,2016,Abril,1186.50,20819.89,1.19
Cundinamarca,2016,Abril,1188.00,20846.27,1.19
Cundinamarca,2016,Abril,2300.80,43320.91,2.30
Cundinamarca,2016,Abril,200.00,806.66,0.20
Cundinamarca,2016,Abril,7761.60,79734.96,7.76
Cundinamarca,2016,Abril,4163.99,56113.84,4.16
Cundinamarca,2016,Abril,34076.10,338382.02,34.08
Cundinamarca,2016,Abril,135.53,4242.14,0.14
Cundinamarca,2016,Abril,5997.79,194550.65,6.00
Cundinamarca,2016,Abril,6033.65,72072.85,6.03
Cundinamarca,2016,Abril,1000.00,17334.13,1.00
Cundinamarca,2016,Abril,54431.04,527455.97,54.43
Cundinamarca,2017,Abril,3628.74,65265.19,3.63
Cundinamarca,2017,Abril,28000.00,199911.13,28.00
Cundinamarca,2017,Abril,82059.60,718940.29,82.06
Cundinamarca,2017,Abril,10839.82,81674.61,10.84
La Guajira,2013,Abril,2970.00,34129.49,2.97
La Guajira,2013,Abril,8157.65,99546.47,8.16
La Guajira,2013,Abril,6414.02,50650.99,6.41
La Guajira,2013,Abril,9000.00,103422.69,9.00
La Guajira,2013,Abril,28274.37,459994.05,28.27
La Guajira,2014,Abril,2115.42,27951.53,2.12
La Guajira,2014,Abril,1566.39,6375.73,1.57
La Guajira,2014,Abril,13409.61,54581.43,13.41
La Guajira,2015,Abril,1139.56,20758.96,1.14
La Guajira,2016,Abril,20817.00,203833.52,20.82
La Guajira,2016,Abril,1012.16,19268.73,1.01
La Guajira,2016,Abril,700.18,13329.61,0.70
La Guajira,2016,Abril,5392.70,102663.97,5.39
Nariño,2006,Abril,14087.71,208419.85,14.09
Nariño,2006,Abril,3719.10,20123.26,3.72
Nariño,2006,Abril,177000.00,572031.35,177.00
Nariño,2006,Abril,5429.67,236623.57,5.43
Nariño,2007,Abril,33750.03,464322.49,33.75
Nariño,2007,Abril,11640.95,550014.61,11.64
Nariño,2008,Abril,23100.00,1872.47,23.10
Nariño,2008,Abril,26920.80,259304.18,26.92
Nariño,2008,Abril,6224.50,204021.65,6.22
Nariño,2009,Abril,1195.10,20493.80,1.20
Nariño,2009,Abril,7094.40,313585.50,7.09
Nariño,2010,Abril,6048.00,92162.86,6.05
Nariño,2010,Abril,2901.00,109888.45,2.90
Nariño,2010,Abril,8575.00,25898.74,8.57
Nariño,2014,Abril,29340.00,66375.38,29.34
Norte de Santander,2010,Abril,245100.00,1424842.29,245.10
Norte de Santander,2017,Abril,90000.00,262218.73,90.00
QuindÃ­o,2014,Abril,2270.40,14719.88,2.27
Risaralda,2006,Abril,3982.00,26810.45,3.98
Risaralda,2006,Abril,5940.00,22313.09,5.94
Risaralda,2007,Abril,24750.00,164860.00,24.75
Risaralda,2009,Abril,7276.00,78731.15,7.28
Risaralda,2012,Abril,3840.00,36365.02,3.84
Risaralda,2013,Abril,1350.00,12387.15,1.35
Risaralda,2014,Abril,1215.00,12812.64,1.22
Risaralda,2014,Abril,6480.00,50262.99,6.48
Risaralda,2014,Abril,6012.00,57888.95,6.01
Risaralda,2014,Abril,3672.54,79762.15,3.67
Risaralda,2015,Abril,2688.00,27073.94,2.69
Risaralda,2015,Abril,3024.00,41157.39,3.02
Risaralda,2015,Abril,2313.36,46623.35,2.31
Risaralda,2016,Abril,7680.00,71313.84,7.68
Risaralda,2016,Abril,75000.00,631504.24,75.00
Risaralda,2016,Abril,633.60,20720.88,0.63
Risaralda,2016,Abril,4240.32,45369.34,4.24
Risaralda,2016,Abril,218.40,2197.62,0.22
Risaralda,2016,Abril,2835.00,51066.10,2.84
Risaralda,2016,Abril,4300.13,135380.33,4.30
Risaralda,2016,Abril,176000.00,1082757.08,176.00
Risaralda,2017,Abril,945.00,12656.09,0.95
Risaralda,2017,Abril,75000.00,486225.61,75.00
Risaralda,2017,Abril,645.12,16878.71,0.65
Risaralda,2017,Abril,1279.16,44376.13,1.28
Santander,2006,Abril,15000.00,53015.94,15.00
Santander,2009,Abril,25000.00,45054.44,25.00
Santander,2010,Abril,29000.00,58044.24,29.00
Santander,2011,Abril,16000.00,101416.19,16.00
Santander,2013,Abril,16000.00,36616.80,16.00
Santander,2014,Abril,25000.00,59508.01,25.00
Santander,2015,Abril,14000.00,99571.88,14.00
Santander,2015,Abril,1000.00,15849.70,1.00
Santander,2015,Abril,498.95,3627.17,0.50
Santander,2016,Abril,16000.00,72142.72,16.00
Santander,2017,Abril,25000.00,138414.34,25.00
Valle del Cauca,2006,Abril,6000.00,58700.61,6.00
Valle del Cauca,2006,Abril,12525.09,108241.97,12.53
Valle del Cauca,2006,Abril,75000.00,288409.33,75.00
Valle del Cauca,2007,Abril,1825.00,43214.34,1.83
Valle del Cauca,2007,Abril,100000.00,938504.04,100.00
Valle del Cauca,2008,Abril,1825.00,36738.93,1.83
Valle del Cauca,2009,Abril,1825.00,55942.33,1.83
Valle del Cauca,2009,Abril,19.70,67.89,0.02
Valle del Cauca,2009,Abril,4258.80,30735.13,4.26
Valle del Cauca,2010,Abril,8000.00,57002.85,8.00
Valle del Cauca,2010,Abril,150000.00,1250010.61,150.00
Valle del Cauca,2010,Abril,13300.00,41402.96,13.30
Valle del Cauca,2010,Abril,1825.00,45326.30,1.83
Valle del Cauca,2012,Abril,150000.00,1524832.65,150.00
Valle del Cauca,2012,Abril,3000.00,27126.48,3.00
Valle del Cauca,2012,Abril,6000.00,74286.14,6.00
Valle del Cauca,2013,Abril,50.00,2345.99,0.05
Valle del Cauca,2013,Abril,990.00,11302.08,0.99
Valle del Cauca,2013,Abril,150.00,3126.91,0.15
Valle del Cauca,2013,Abril,2904.00,52903.25,2.90
Valle del Cauca,2013,Abril,40000.00,315012.17,40.00
Valle del Cauca,2013,Abril,463.68,6699.79,0.46
Valle del Cauca,2013,Abril,2618.77,9256.57,2.62
Valle del Cauca,2013,Abril,10.00,263.81,0.01
Valle del Cauca,2013,Abril,126.00,919.82,0.13
Valle del Cauca,2013,Abril,1428.57,17110.05,1.43
Valle del Cauca,2013,Abril,761.90,9122.99,0.76
Valle del Cauca,2013,Abril,825.00,19381.89,0.83
Valle del Cauca,2013,Abril,1000.00,23493.19,1.00
Valle del Cauca,2014,Abril,50.00,726.36,0.05
Valle del Cauca,2014,Abril,500.00,5594.65,0.50
Valle del Cauca,2014,Abril,720.00,7904.58,0.72
Valle del Cauca,2014,Abril,2500.00,9518.06,2.50
Valle del Cauca,2014,Abril,150000.00,774358.87,150.00
Valle del Cauca,2014,Abril,50000.00,287377.19,50.00
Valle del Cauca,2014,Abril,3645.80,93222.23,3.65
Valle del Cauca,2014,Abril,12889.80,338367.98,12.89
Valle del Cauca,2015,Abril,860.00,10159.80,0.86
Valle del Cauca,2015,Abril,10.00,167.03,0.01
Valle del Cauca,2015,Abril,150000.00,990122.81,150.00
Valle del Cauca,2015,Abril,580.00,864.50,0.58
Valle del Cauca,2015,Abril,17390.00,100907.41,17.39
Valle del Cauca,2016,Abril,275.40,6533.66,0.28
Valle del Cauca,2016,Abril,349.18,24421.75,0.35
Valle del Cauca,2016,Abril,504.40,37941.65,0.50
Valle del Cauca,2016,Abril,100.00,1604.31,0.10
Valle del Cauca,2016,Abril,296.00,4680.38,0.30
Valle del Cauca,2016,Abril,65000.00,532083.12,65.00
Valle del Cauca,2016,Abril,22.68,157.09,0.02
Valle del Cauca,2016,Abril,25.00,1458.71,0.03
Valle del Cauca,2016,Abril,1825.00,70087.43,1.83
Valle del Cauca,2017,Abril,1648.00,23574.99,1.65
Valle del Cauca,2017,Abril,1060.00,14930.62,1.06
Valle del Cauca,2017,Abril,653.18,23505.78,0.65
Antioquia,2006,Agosto,2880.00,41812.48,2.88
Antioquia,2006,Agosto,17669.04,198338.81,17.67
Antioquia,2006,Agosto,12540.00,55795.19,12.54
Antioquia,2006,Agosto,8004.00,38959.18,8.00
Antioquia,2006,Agosto,250.00,5236.10,0.25
Antioquia,2006,Agosto,6043.60,68245.79,6.04
Antioquia,2006,Agosto,20.38,187.03,0.02
Antioquia,2007,Agosto,300000.00,545223.15,300.00
Antioquia,2007,Agosto,225.00,3878.26,0.22
Antioquia,2007,Agosto,288.00,1502.83,0.29
Antioquia,2007,Agosto,5254.44,60281.28,5.25
Antioquia,2007,Agosto,11500.00,60685.39,11.50
Antioquia,2007,Agosto,1078.36,21292.48,1.08
Antioquia,2007,Agosto,103.94,788.56,0.10
Antioquia,2007,Agosto,7297.78,107830.77,7.30
Antioquia,2008,Agosto,30000.00,101085.11,30.00
Antioquia,2008,Agosto,11440.06,167472.62,11.44
Antioquia,2008,Agosto,9525.84,201655.58,9.53
Antioquia,2008,Agosto,100.00,1312.07,0.10
Antioquia,2008,Agosto,576.00,3657.22,0.58
Antioquia,2008,Agosto,11500.00,56005.26,11.50
Antioquia,2008,Agosto,500.00,5566.63,0.50
Antioquia,2008,Agosto,25.00,629.75,0.03
Antioquia,2008,Agosto,50025.00,266454.97,50.02
Antioquia,2008,Agosto,8017.56,51870.56,8.02
Antioquia,2008,Agosto,56605.20,317528.08,56.61
Antioquia,2008,Agosto,140000.00,165216.07,140.00
Antioquia,2009,Agosto,11241.08,134045.36,11.24
Antioquia,2009,Agosto,1320.00,44089.81,1.32
Antioquia,2009,Agosto,3419.80,122515.97,3.42
Antioquia,2009,Agosto,125.00,2909.45,0.13
Antioquia,2009,Agosto,15000.00,102344.71,15.00
Antioquia,2009,Agosto,36.00,91.39,0.04
Antioquia,2009,Agosto,10779.20,36280.18,10.78
Antioquia,2009,Agosto,8687.72,64937.62,8.69
Antioquia,2009,Agosto,25.00,857.85,0.03
Antioquia,2009,Agosto,912.12,26938.89,0.91
Antioquia,2009,Agosto,264.04,2286.23,0.26
Antioquia,2009,Agosto,650394.00,3493482.25,650.39
Antioquia,2009,Agosto,16516.66,129417.74,16.52
Antioquia,2009,Agosto,60000.00,232463.08,60.00
Antioquia,2009,Agosto,100000.00,380981.53,100.00
Antioquia,2010,Agosto,100000.00,729277.54,100.00
Antioquia,2010,Agosto,6599.00,96903.67,6.60
Antioquia,2010,Agosto,275310.00,1609752.71,275.31
Antioquia,2010,Agosto,34000.00,136070.92,34.00
Antioquia,2010,Agosto,34484.84,253816.27,34.48
Antioquia,2010,Agosto,17614.58,143829.67,17.61
Antioquia,2010,Agosto,34094.88,240786.07,34.09
Antioquia,2010,Agosto,10350.00,108559.03,10.35
Antioquia,2010,Agosto,539.17,13196.84,0.54
Antioquia,2010,Agosto,1719.68,40473.00,1.72
Antioquia,2010,Agosto,3680.15,86781.93,3.68
Antioquia,2010,Agosto,1267.20,14540.46,1.27
Antioquia,2010,Agosto,46800.00,382286.07,46.80
Antioquia,2010,Agosto,936.00,4114.99,0.94
Antioquia,2010,Agosto,13800.60,75010.98,13.80
Antioquia,2010,Agosto,1764.00,12477.76,1.76
Antioquia,2010,Agosto,50400.00,153400.92,50.40
Antioquia,2010,Agosto,1123.20,17654.90,1.12
Antioquia,2010,Agosto,528.00,7568.57,0.53
Antioquia,2010,Agosto,184.32,7221.41,0.18
Antioquia,2010,Agosto,100.00,2348.30,0.10
Antioquia,2010,Agosto,36612.00,138565.53,36.61
Antioquia,2011,Agosto,25047.00,148876.09,25.05
Antioquia,2011,Agosto,24910.85,198986.94,24.91
Antioquia,2011,Agosto,37251.02,306897.03,37.25
