departamento,anio,mes,cantidadunidades,valormilespesos,toneladas
Antioquia,2014,Diciembre,2016.00,19718.91,2.02
Antioquia,2014,Diciembre,6609.67,85447.66,6.61
Antioquia,2014,Diciembre,4545.94,58768.60,4.55
Antioquia,2014,Diciembre,1300150.00,8963208.81,1300.15
Antioquia,2014,Diciembre,68500.28,545113.08,68.50
Antioquia,2014,Diciembre,576.00,593.39,0.58
Antioquia,2014,Diciembre,2041.20,21874.38,2.04
Antioquia,2014,Diciembre,3276.00,70952.78,3.28
Antioquia,2014,Diciembre,7162.50,161746.09,7.16
Antioquia,2014,Diciembre,1380.96,23738.66,1.38
Antioquia,2014,Diciembre,50.00,1403.75,0.05
Antioquia,2014,Diciembre,34440.00,195521.37,34.44
Antioquia,2014,Diciembre,7115.20,74779.60,7.12
Antioquia,2014,Diciembre,1853.10,20936.91,1.85
Antioquia,2014,Diciembre,25.00,831.53,0.03
Antioquia,2015,Diciembre,9661.97,280695.44,9.66
Antioquia,2015,Diciembre,20000.00,185850.72,20.00
Antioquia,2015,Diciembre,3179.52,45374.80,3.18
Antioquia,2015,Diciembre,11794.58,173147.80,11.79
Antioquia,2015,Diciembre,800300.00,7047109.54,800.30
Antioquia,2015,Diciembre,16000.00,149015.09,16.00
Antioquia,2015,Diciembre,2904.00,51105.57,2.90
Antioquia,2015,Diciembre,10485.00,116018.59,10.48
Antioquia,2015,Diciembre,30.62,1234.60,0.03
Antioquia,2015,Diciembre,23400.00,149978.07,23.40
Antioquia,2015,Diciembre,25.00,1233.26,0.03
Antioquia,2016,Diciembre,1440.86,98625.90,1.44
Antioquia,2016,Diciembre,30000.00,206873.60,30.00
Antioquia,2016,Diciembre,10000.00,145468.11,10.00
Antioquia,2016,Diciembre,100000.00,871296.58,100.00
Antioquia,2016,Diciembre,12381.60,125793.30,12.38
Antioquia,2016,Diciembre,25000.00,256163.14,25.00
Antioquia,2016,Diciembre,112.00,1185.99,0.11
Antioquia,2016,Diciembre,2860.00,14843.14,2.86
Antioquia,2016,Diciembre,18663.68,123663.96,18.66
Antioquia,2016,Diciembre,34375.00,255242.67,34.38
Antioquia,2016,Diciembre,130.00,2907.10,0.13
Antioquia,2016,Diciembre,118.80,3237.08,0.12
Antioquia,2016,Diciembre,5040.00,33192.30,5.04
Antioquia,2016,Diciembre,4369.00,22247.77,4.37
Antioquia,2016,Diciembre,4765.00,26752.07,4.76
Antioquia,2016,Diciembre,6162.20,84538.96,6.16
Atlántico,2006,Diciembre,37009.72,312174.27,37.01
Atlántico,2006,Diciembre,31.57,175.55,0.03
Atlántico,2006,Diciembre,374.22,682.40,0.37
Atlántico,2007,Diciembre,576.29,1687.49,0.58
Atlántico,2007,Diciembre,14312.06,106692.94,14.31
Atlántico,2007,Diciembre,443.50,4210.14,0.44
Atlántico,2008,Diciembre,151.22,254.63,0.15
Atlántico,2008,Diciembre,17.36,178.00,0.02
Atlántico,2008,Diciembre,974.17,3183.35,0.97
Atlántico,2008,Diciembre,43249.68,331425.83,43.25
Atlántico,2008,Diciembre,1599.58,9171.46,1.60
Atlántico,2009,Diciembre,20368.96,128367.64,20.37
Atlántico,2009,Diciembre,877.81,3778.28,0.88
Atlántico,2010,Diciembre,4050.00,33873.20,4.05
Atlántico,2010,Diciembre,37493.32,254072.98,37.49
Atlántico,2010,Diciembre,34.73,366.43,0.03
Atlántico,2010,Diciembre,444.17,1336.84,0.44
Atlántico,2011,Diciembre,462.58,3045.34,0.46
Atlántico,2011,Diciembre,33386.57,293572.08,33.39
Atlántico,2011,Diciembre,3809.52,50094.96,3.81
Atlántico,2011,Diciembre,612.24,7835.10,0.61
Atlántico,2011,Diciembre,21829.17,171951.74,21.83
Atlántico,2011,Diciembre,322.90,6720.01,0.32
Atlántico,2011,Diciembre,1616.33,38467.70,1.62
Atlántico,2011,Diciembre,4020.00,51651.79,4.02
Atlántico,2011,Diciembre,173.88,2618.42,0.17
Atlántico,2011,Diciembre,1058.40,1290.14,1.06
Atlántico,2011,Diciembre,97.87,1050.59,0.10
Atlántico,2011,Diciembre,1822.03,6684.17,1.82
Atlántico,2012,Diciembre,402.69,14836.25,0.40
Atlántico,2012,Diciembre,11880.00,110310.74,11.88
Atlántico,2012,Diciembre,38983.46,365469.25,38.98
Atlántico,2012,Diciembre,231.29,2770.93,0.23
Atlántico,2012,Diciembre,7.20,14.15,0.01
Atlántico,2012,Diciembre,14832.45,99773.47,14.83
Atlántico,2012,Diciembre,1142.86,13478.66,1.14
Atlántico,2012,Diciembre,4069.80,59532.55,4.07
Atlántico,2012,Diciembre,561.90,5995.19,0.56
Atlántico,2012,Diciembre,3467.66,17344.89,3.47
Atlántico,2012,Diciembre,2626.60,11135.56,2.63
Atlántico,2012,Diciembre,92.74,4370.44,0.09
Atlántico,2013,Diciembre,2570.40,6489.60,2.57
Atlántico,2013,Diciembre,96905.67,765521.42,96.91
Atlántico,2013,Diciembre,69.46,2020.79,0.07
Atlántico,2013,Diciembre,130.64,1709.22,0.13
Atlántico,2013,Diciembre,55297.33,413778.62,55.30
Atlántico,2013,Diciembre,4445.40,65623.84,4.45
Atlántico,2014,Diciembre,12577.50,182626.90,12.58
Atlántico,2014,Diciembre,142500.05,1226051.80,142.50
Atlántico,2014,Diciembre,26481.07,251635.00,26.48
Atlántico,2015,Diciembre,12576.00,217827.74,12.58
Atlántico,2015,Diciembre,2116.80,12801.98,2.12
Atlántico,2015,Diciembre,74210.77,1026055.14,74.21
Atlántico,2015,Diciembre,17472.21,225544.18,17.47
Atlántico,2016,Diciembre,151230.51,1920789.57,151.23
Bogotá,2006,Diciembre,282.38,5880.52,0.28
Bogotá,2006,Diciembre,739.07,20289.99,0.74
Bogotá,2006,Diciembre,147.11,5599.74,0.15
Bogotá,2006,Diciembre,154.20,6063.27,0.15
Bogotá,2006,Diciembre,1209.60,17498.23,1.21
Bogotá,2006,Diciembre,6162.77,86123.41,6.16
Bogotá,2006,Diciembre,266.40,12972.69,0.27
Bogotá,2006,Diciembre,1066.10,9817.70,1.07
Bogotá,2006,Diciembre,75000.00,111460.20,75.00
Bogotá,2006,Diciembre,60.00,1126.12,0.06
Bogotá,2006,Diciembre,6436.00,129587.18,6.44
Bogotá,2006,Diciembre,9380.45,238230.27,9.38
Bogotá,2006,Diciembre,3910.68,104016.49,3.91
Bogotá,2006,Diciembre,510.60,10967.42,0.51
Bogotá,2006,Diciembre,1063.60,33979.69,1.06
Bogotá,2006,Diciembre,1228.80,47659.83,1.23
Bogotá,2006,Diciembre,11928.00,150241.62,11.93
Bogotá,2006,Diciembre,7590.65,48929.63,7.59
Bogotá,2006,Diciembre,5353.10,41571.10,5.35
Bogotá,2006,Diciembre,2303.40,23846.79,2.30
Bogotá,2006,Diciembre,12042.05,60955.85,12.04
Bogotá,2007,Diciembre,17628.00,125307.74,17.63
Bogotá,2007,Diciembre,16000.00,29752.63,16.00
Bogotá,2007,Diciembre,144.01,4429.37,0.14
Bogotá,2007,Diciembre,16.93,520.85,0.02
Bogotá,2007,Diciembre,4385.30,75851.52,4.39
Bogotá,2007,Diciembre,525.00,2335.60,0.53
Bogotá,2007,Diciembre,597.60,24783.23,0.60
Bogotá,2007,Diciembre,1633.00,52759.44,1.63
Bogotá,2007,Diciembre,800.00,10449.43,0.80
Bogotá,2007,Diciembre,40920.00,109839.54,40.92
Bogotá,2007,Diciembre,685.81,13271.60,0.69
Bogotá,2007,Diciembre,206.80,7153.48,0.21
Bogotá,2007,Diciembre,126.40,3537.49,0.13
Bogotá,2007,Diciembre,7018.00,62887.03,7.02
Bogotá,2007,Diciembre,381.02,1127.61,0.38
Bogotá,2007,Diciembre,126.00,3103.50,0.13
Bogotá,2007,Diciembre,1850.00,51258.66,1.85
Bogotá,2007,Diciembre,14000.00,57277.74,14.00
Bogotá,2007,Diciembre,8133.12,58637.49,8.13
Bogotá,2007,Diciembre,11855.55,95050.85,11.86
Bogotá,2007,Diciembre,10070.05,46046.18,10.07
Bogotá,2007,Diciembre,10217.16,52296.37,10.22
Bogotá,2008,Diciembre,1151.86,47548.57,1.15
Bogotá,2008,Diciembre,243.66,9359.54,0.24
Bogotá,2008,Diciembre,239.37,9194.96,0.24
Bogotá,2008,Diciembre,24.00,395.07,0.02
Bogotá,2008,Diciembre,246.00,9320.40,0.25
Bogotá,2008,Diciembre,5519.40,69111.05,5.52
Bogotá,2008,Diciembre,154.80,8188.22,0.15
Bogotá,2008,Diciembre,1940.00,22870.73,1.94
Bogotá,2008,Diciembre,32.00,1000.29,0.03
Bogotá,2008,Diciembre,612.00,4759.62,0.61
Bogotá,2008,Diciembre,1305.52,11458.82,1.31
Bogotá,2008,Diciembre,1272.35,29851.61,1.27
Bogotá,2008,Diciembre,10.00,273.01,0.01
Bogotá,2008,Diciembre,8428.00,71506.57,8.43
Bogotá,2008,Diciembre,204.12,6744.10,0.20
Bogotá,2008,Diciembre,1880.34,34339.73,1.88
Bogotá,2008,Diciembre,581.74,14591.33,0.58
Bogotá,2008,Diciembre,7619.28,140160.45,7.62
Bogotá,2008,Diciembre,86.00,1485.41,0.09
Bogotá,2008,Diciembre,616.00,12263.40,0.62
Bogotá,2008,Diciembre,3265.92,15979.88,3.27
Bogotá,2008,Diciembre,12692.63,165497.95,12.69
Bogotá,2008,Diciembre,4389.00,61272.82,4.39
Bogotá,2008,Diciembre,30000.00,141755.00,30.00
Bogotá,2008,Diciembre,1824.00,48558.36,1.82
Bogotá,2008,Diciembre,1439.00,33752.98,1.44
Bogotá,2008,Diciembre,5347.20,43916.94,5.35
Bogotá,2008,Diciembre,1920.00,23878.49,1.92
Bogotá,2008,Diciembre,23056.50,196871.62,23.06
Bogotá,2008,Diciembre,39800.32,258405.81,39.80
Bogotá,2008,Diciembre,20024.65,135153.55,20.02
Bogotá,2008,Diciembre,2291.01,16868.87,2.29
Bogotá,2008,Diciembre,50000.00,163022.79,50.00
Bogotá,2008,Diciembre,4200.00,59747.36,4.20
Bogotá,2008,Diciembre,1549.77,19458.29,1.55
Bogotá,2009,Diciembre,3674.00,45489.35,3.67
Bogotá,2009,Diciembre,428.47,19595.94,0.43
Bogotá,2009,Diciembre,15.00,88.98,0.02
Bogotá,2009,Diciembre,357.60,13642.61,0.36
Bogotá,2009,Diciembre,11020.56,134667.36,11.02
Bogotá,2009,Diciembre,64713.59,167715.35,64.71
Bogotá,2009,Diciembre,30.24,1330.43,0.03
Bogotá,2009,Diciembre,280.80,6538.96,0.28
Bogotá,2009,Diciembre,124.00,3311.62,0.12
Bogotá,2009,Diciembre,401.45,13903.55,0.40
Bogotá,2009,Diciembre,490.13,11783.22,0.49
Bogotá,2009,Diciembre,2268.00,60851.96,2.27
Bogotá,2009,Diciembre,25000.00,100292.98,25.00
Bogotá,2009,Diciembre,728.25,29578.42,0.73
Bogotá,2009,Diciembre,10558.32,134692.83,10.56
Bogotá,2009,Diciembre,3068.11,57572.56,3.07
Bogotá,2009,Diciembre,5498.21,114864.66,5.50
Bogotá,2009,Diciembre,122.47,3563.81,0.12
Bogotá,2009,Diciembre,407.21,4662.03,0.41
Bogotá,2009,Diciembre,408.23,11934.51,0.41
Bogotá,2009,Diciembre,3632.28,60475.68,3.63
Bogotá,2009,Diciembre,833.49,7732.57,0.83
Bogotá,2009,Diciembre,8767.14,85600.28,8.77
Bogotá,2009,Diciembre,3470.00,36205.01,3.47
Bogotá,2009,Diciembre,7066.00,53499.82,7.07
Bogotá,2009,Diciembre,1029.60,6996.88,1.03
Bogotá,2009,Diciembre,13000.00,136823.02,13.00
Bogotá,2009,Diciembre,14000.00,122341.61,14.00
Bogotá,2009,Diciembre,74.31,215.74,0.07
Bogotá,2009,Diciembre,1800.00,49887.24,1.80
Bogotá,2009,Diciembre,1793.30,46822.87,1.79
Bogotá,2009,Diciembre,1085.80,43274.14,1.09
Bogotá,2009,Diciembre,550.00,25342.61,0.55
Bogotá,2009,Diciembre,6620.93,62450.40,6.62
Bogotá,2009,Diciembre,2900.70,25630.88,2.90
Bogotá,2009,Diciembre,6955.20,37125.78,6.96
Bogotá,2009,Diciembre,6766.00,38755.06,6.77
Bogotá,2009,Diciembre,1806.00,26268.06,1.81
Bogotá,2009,Diciembre,50000.00,295330.19,50.00
Bogotá,2010,Diciembre,2200.00,42949.75,2.20
Bogotá,2010,Diciembre,128.80,7529.74,0.13
Bogotá,2010,Diciembre,36.00,3517.45,0.04
Bogotá,2010,Diciembre,70.00,2544.91,0.07
Bogotá,2010,Diciembre,36.89,678.85,0.04
Bogotá,2010,Diciembre,62.02,3361.21,0.06
Bogotá,2010,Diciembre,325.92,11802.06,0.33
Bogotá,2010,Diciembre,14943.68,186319.83,14.94
Bogotá,2010,Diciembre,170.00,6293.82,0.17
Bogotá,2010,Diciembre,240.00,9657.09,0.24
Bogotá,2010,Diciembre,4132.90,82826.27,4.13
Bogotá,2010,Diciembre,3500.00,12617.40,3.50
Bogotá,2010,Diciembre,100.00,1180.69,0.10
Bogotá,2010,Diciembre,251.82,4069.21,0.25
Bogotá,2010,Diciembre,20.16,904.10,0.02
Bogotá,2010,Diciembre,48.00,957.26,0.05
Bogotá,2010,Diciembre,32.04,1609.17,0.03
Bogotá,2010,Diciembre,461.64,16170.48,0.46
Bogotá,2010,Diciembre,17.00,143.44,0.02
Bogotá,2010,Diciembre,2700.00,183922.69,2.70
Bogotá,2010,Diciembre,15000.00,45672.96,15.00
Bogotá,2010,Diciembre,4718.00,77594.96,4.72
Bogotá,2010,Diciembre,10467.76,70039.16,10.47
Bogotá,2010,Diciembre,1137.60,31362.11,1.14
Bogotá,2010,Diciembre,1786.90,47314.16,1.79
Bogotá,2010,Diciembre,1291.80,45801.60,1.29
Bogotá,2010,Diciembre,6522.90,33309.52,6.52
Bogotá,2010,Diciembre,24776.53,334470.56,24.78
Bogotá,2010,Diciembre,7411.03,65901.98,7.41
Bogotá,2010,Diciembre,12714.24,63533.61,12.71
Bogotá,2010,Diciembre,4590.20,45930.91,4.59
Bogotá,2010,Diciembre,351.20,5184.21,0.35
Bogotá,2010,Diciembre,10835.14,121973.61,10.84
Bogotá,2010,Diciembre,25000.00,210023.69,25.00
Bogotá,2010,Diciembre,2200.00,92736.52,2.20
Bogotá,2010,Diciembre,1959.54,8815.16,1.96
Bogotá,2010,Diciembre,30843.24,229311.74,30.84
Bogotá,2010,Diciembre,691.20,6130.45,0.69
Bogotá,2010,Diciembre,7012.00,119097.09,7.01
Bogotá,2010,Diciembre,7782.08,191226.74,7.78
Bogotá,2010,Diciembre,5643.79,171405.42,5.64
Bogotá,2010,Diciembre,27697.08,689750.09,27.70
Bogotá,2010,Diciembre,251.61,3940.29,0.25
Bogotá,2010,Diciembre,173.50,4739.83,0.17
Bogotá,2010,Diciembre,12424.39,182022.02,12.42
Bogotá,2010,Diciembre,1845.97,15589.52,1.85
Bogotá,2010,Diciembre,171.08,5027.44,0.17
Bogotá,2010,Diciembre,9313.92,25532.92,9.31
Bogotá,2010,Diciembre,2320.56,28319.89,2.32
Bogotá,2010,Diciembre,2850.00,36876.40,2.85
Bogotá,2010,Diciembre,176.90,2808.17,0.18
Bogotá,2010,Diciembre,19.70,55.64,0.02
Bogotá,2010,Diciembre,4823.70,25789.74,4.82
Bogotá,2011,Diciembre,324.82,14825.13,0.32
Bogotá,2011,Diciembre,476.55,4215.42,0.48
Bogotá,2011,Diciembre,4918.69,61743.49,4.92
Bogotá,2011,Diciembre,159.09,4040.30,0.16
Bogotá,2011,Diciembre,3255.64,33120.35,3.26
Bogotá,2011,Diciembre,238.14,3140.64,0.24
Bogotá,2011,Diciembre,363.93,5565.34,0.36
Bogotá,2011,Diciembre,1956.00,32257.51,1.96
Bogotá,2011,Diciembre,382.80,5888.76,0.38
Bogotá,2011,Diciembre,1392.00,40795.73,1.39
Bogotá,2011,Diciembre,900.50,24804.06,0.90
Bogotá,2011,Diciembre,2691.80,122371.62,2.69
Bogotá,2011,Diciembre,5577.60,38656.04,5.58
Bogotá,2011,Diciembre,5011.62,91449.50,5.01
Bogotá,2011,Diciembre,26000.00,272328.61,26.00
Bogotá,2011,Diciembre,7830.80,25023.47,7.83
Bogotá,2011,Diciembre,50000.00,573428.31,50.00
Bogotá,2011,Diciembre,5023.87,187949.10,5.02
Bogotá,2011,Diciembre,9101.67,240744.70,9.10
Bogotá,2011,Diciembre,97.05,2577.36,0.10
Bogotá,2011,Diciembre,225.00,7107.41,0.23
Bogotá,2011,Diciembre,112.26,3283.57,0.11
Bogotá,2011,Diciembre,15527.82,282207.73,15.53
Bogotá,2011,Diciembre,5297.92,40538.34,5.30
Bogotá,2011,Diciembre,7360.00,91473.05,7.36
Bogotá,2011,Diciembre,15882.00,143259.53,15.88
Bogotá,2011,Diciembre,20935.20,133286.67,20.94
Bogotá,2011,Diciembre,12120.00,66037.35,12.12
Bogotá,2011,Diciembre,163.29,2871.39,0.16
Bogotá,2011,Diciembre,38428.00,157493.70,38.43
Bogotá,2011,Diciembre,214.40,2523.88,0.21
Bogotá,2012,Diciembre,50.00,1326.62,0.05
Bogotá,2012,Diciembre,60.50,5411.92,0.06
Bogotá,2012,Diciembre,1665.39,11462.81,1.67
Bogotá,2012,Diciembre,12065.84,169792.32,12.07
Bogotá,2012,Diciembre,106.00,2433.82,0.11
Bogotá,2012,Diciembre,37.35,1583.34,0.04
Bogotá,2012,Diciembre,360.00,11821.19,0.36
Bogotá,2012,Diciembre,6998.40,62268.79,7.00
Bogotá,2012,Diciembre,1647.83,16528.25,1.65
Bogotá,2012,Diciembre,1373.94,21158.69,1.37
Bogotá,2012,Diciembre,4.80,1338.72,0.00
Bogotá,2012,Diciembre,75.55,1196.60,0.08
Bogotá,2012,Diciembre,32.08,1432.60,0.03
Bogotá,2012,Diciembre,406.90,13123.92,0.41
Bogotá,2012,Diciembre,0.34,18.83,0.00
Bogotá,2012,Diciembre,73981.68,2136988.20,73.98
Bogotá,2012,Diciembre,25000.00,78799.45,25.00
Bogotá,2012,Diciembre,6539.60,69087.37,6.54
Bogotá,2012,Diciembre,10.00,78.60,0.01
Bogotá,2012,Diciembre,114.68,1579.29,0.11
Bogotá,2012,Diciembre,8408.00,63517.39,8.41
Bogotá,2012,Diciembre,2172.00,58009.39,2.17
Bogotá,2012,Diciembre,1008.00,23160.36,1.01
Bogotá,2012,Diciembre,3449.20,112298.67,3.45
Bogotá,2012,Diciembre,540.00,3309.28,0.54
Bogotá,2012,Diciembre,650.00,2352.84,0.65
Bogotá,2012,Diciembre,32000.00,40568.60,32.00
Bogotá,2012,Diciembre,6604.20,58443.34,6.60
Bogotá,2012,Diciembre,15500.00,106556.02,15.50
Bogotá,2012,Diciembre,1382.40,13479.26,1.38
Bogotá,2012,Diciembre,5336.00,83478.57,5.34
Bogotá,2012,Diciembre,2302.00,90216.14,2.30
Bogotá,2012,Diciembre,1087.00,14805.46,1.09
Bogotá,2012,Diciembre,4752.00,47407.21,4.75
Bogotá,2012,Diciembre,5789.95,231614.77,5.79
Bogotá,2012,Diciembre,80.00,5491.98,0.08
Bogotá,2012,Diciembre,6526.56,26037.99,6.53
Bogotá,2012,Diciembre,8099.61,196398.61,8.10
Bogotá,2012,Diciembre,680.17,8016.45,0.68
Bogotá,2012,Diciembre,96.00,2294.22,0.10
Bogotá,2012,Diciembre,8832.00,90408.70,8.83
Bogotá,2012,Diciembre,34291.00,295362.72,34.29
Bogotá,2012,Diciembre,386.16,23951.22,0.39
Bogotá,2012,Diciembre,2735.20,33343.35,2.74
Bogotá,2012,Diciembre,150.00,7009.26,0.15
Bogotá,2012,Diciembre,15.36,358.80,0.02
Bogotá,2013,Diciembre,184.41,16224.60,0.18
Bogotá,2013,Diciembre,939.36,6830.71,0.94
Bogotá,2013,Diciembre,106.00,3361.46,0.11
Bogotá,2013,Diciembre,822.00,7308.61,0.82
Bogotá,2013,Diciembre,27.20,2479.39,0.03
Bogotá,2013,Diciembre,9541.40,74643.04,9.54
Bogotá,2013,Diciembre,68.04,3765.93,0.07
Bogotá,2013,Diciembre,60911.53,1228636.71,60.91
Bogotá,2013,Diciembre,6791.40,52013.58,6.79
Bogotá,2013,Diciembre,2129.07,28607.24,2.13
Bogotá,2013,Diciembre,725.60,23949.75,0.73
Bogotá,2013,Diciembre,2613.35,81768.50,2.61
Bogotá,2013,Diciembre,1736.20,88689.49,1.74
Bogotá,2013,Diciembre,576.00,5068.02,0.58
Bogotá,2013,Diciembre,12379.25,100524.66,12.38
Bogotá,2013,Diciembre,100.00,58.40,0.10
Bogotá,2013,Diciembre,1404.44,11221.26,1.40
Bogotá,2013,Diciembre,1556.47,8426.55,1.56
Bogotá,2013,Diciembre,770.06,9551.11,0.77
Bogotá,2013,Diciembre,8390.84,61919.96,8.39
Bogotá,2013,Diciembre,7507.25,193140.35,7.51
Bogotá,2013,Diciembre,4136.04,69929.89,4.14
Bogotá,2013,Diciembre,4864.61,213568.24,4.86
Bogotá,2013,Diciembre,5519.81,231125.75,5.52
Bogotá,2013,Diciembre,75.60,722.47,0.08
Bogotá,2013,Diciembre,125.28,1134.92,0.13
Bogotá,2013,Diciembre,12408.10,145936.61,12.41
Bogotá,2013,Diciembre,43349.80,385553.88,43.35
Bogotá,2013,Diciembre,4530.00,29033.44,4.53
Bogotá,2013,Diciembre,1049.98,10845.44,1.05
Bogotá,2013,Diciembre,816.33,3785.69,0.82
Bogotá,2013,Diciembre,3691.59,49952.75,3.69
Bogotá,2013,Diciembre,5922.79,77129.97,5.92
Bogotá,2013,Diciembre,538.78,7910.03,0.54
Bogotá,2013,Diciembre,380.95,4804.59,0.38
Bogotá,2014,Diciembre,50.00,2388.88,0.05
Bogotá,2014,Diciembre,81.60,3141.48,0.08
Bogotá,2014,Diciembre,648.00,17612.13,0.65
Bogotá,2014,Diciembre,495.66,22486.49,0.50
Bogotá,2014,Diciembre,305.74,8090.52,0.31
Bogotá,2014,Diciembre,49.20,1700.21,0.05
Bogotá,2014,Diciembre,163.29,5398.60,0.16
Bogotá,2014,Diciembre,1576.54,23669.39,1.58
Bogotá,2014,Diciembre,59.87,1446.05,0.06
Bogotá,2014,Diciembre,1678.70,49302.05,1.68
Bogotá,2014,Diciembre,635.92,34804.46,0.64
Bogotá,2014,Diciembre,87.54,2736.49,0.09
Bogotá,2014,Diciembre,392.38,9602.20,0.39
Bogotá,2014,Diciembre,1188.00,17533.58,1.19
Bogotá,2014,Diciembre,3168.00,33467.75,3.17
Bogotá,2014,Diciembre,2438.40,36166.85,2.44
Bogotá,2014,Diciembre,36.34,2277.02,0.04
Bogotá,2014,Diciembre,262.56,13396.39,0.26
Bogotá,2014,Diciembre,1464.75,10086.40,1.46
Bogotá,2014,Diciembre,1118.86,44756.90,1.12
Bogotá,2014,Diciembre,14330.36,323408.18,14.33
Bogotá,2014,Diciembre,6.00,234.80,0.01
Bogotá,2014,Diciembre,18.00,1025.30,0.02
Bogotá,2014,Diciembre,90.00,3356.28,0.09
Bogotá,2014,Diciembre,635.00,22535.47,0.64
Bogotá,2014,Diciembre,272.90,7481.71,0.27
Bogotá,2014,Diciembre,8.38,229.74,0.01
Bogotá,2014,Diciembre,1386.08,23524.42,1.39
Bogotá,2014,Diciembre,7733.68,145824.51,7.73
Bogotá,2014,Diciembre,440.20,13273.61,0.44
Bogotá,2014,Diciembre,3534.72,120932.25,3.53
Bogotá,2014,Diciembre,8836.65,218156.27,8.84
Bogotá,2014,Diciembre,6612.98,311505.98,6.61
Bogotá,2014,Diciembre,24.00,554.53,0.02
Bogotá,2014,Diciembre,231.29,3353.25,0.23
Bogotá,2014,Diciembre,216.00,1813.05,0.22
Bogotá,2014,Diciembre,791.04,9762.55,0.79
Bogotá,2014,Diciembre,741.53,8657.93,0.74
Bogotá,2014,Diciembre,1511.85,20462.49,1.51
Bogotá,2014,Diciembre,5997.28,44528.14,6.00
Bogotá,2014,Diciembre,8470.19,38982.36,8.47
Bogotá,2014,Diciembre,3010.39,27540.04,3.01
Bogotá,2014,Diciembre,912.00,8498.93,0.91
Bogotá,2014,Diciembre,4224.00,12191.83,4.22
Bogotá,2014,Diciembre,4830.89,202264.41,4.83
Bogotá,2014,Diciembre,100.00,3648.06,0.10
Bogotá,2014,Diciembre,5300.07,250198.88,5.30
Bogotá,2014,Diciembre,7174.56,242833.60,7.17
Bogotá,2014,Diciembre,291.68,14607.82,0.29
Bogotá,2014,Diciembre,90.72,421.86,0.09
Bogotá,2014,Diciembre,369.00,7460.83,0.37
Bogotá,2014,Diciembre,2812.03,21218.84,2.81
Bogotá,2014,Diciembre,11708.00,150885.73,11.71
Bogotá,2014,Diciembre,2190.88,34295.95,2.19
Bogotá,2014,Diciembre,12050.00,81057.58,12.05
Bogotá,2014,Diciembre,4.83,126.17,0.00
Bogotá,2014,Diciembre,7405.72,83485.41,7.41
Bogotá,2014,Diciembre,48324.65,897212.55,48.32
Bogotá,2014,Diciembre,20007.06,378092.04,20.01
Bogotá,2014,Diciembre,30882.05,191730.39,30.88
Bogotá,2014,Diciembre,4579.61,82866.13,4.58
Bogotá,2014,Diciembre,5238.07,85474.19,5.24
Bogotá,2015,Diciembre,175.00,9163.00,0.18
Bogotá,2015,Diciembre,478.75,30212.34,0.48
Bogotá,2015,Diciembre,2180.26,115288.43,2.18
Bogotá,2015,Diciembre,360.00,21830.67,0.36
Bogotá,2015,Diciembre,224.00,10262.91,0.22
Bogotá,2015,Diciembre,49.20,2657.57,0.05
Bogotá,2015,Diciembre,249.31,9056.42,0.25
Bogotá,2015,Diciembre,900.00,9469.92,0.90
Bogotá,2015,Diciembre,222.69,6245.90,0.22
Bogotá,2015,Diciembre,1057.07,42120.89,1.06
Bogotá,2015,Diciembre,2311.40,113654.10,2.31
Bogotá,2015,Diciembre,1405.80,57266.61,1.41
Bogotá,2015,Diciembre,3926.77,100692.19,3.93
Bogotá,2015,Diciembre,25000.00,116529.27,25.00
Bogotá,2015,Diciembre,10000.00,76942.50,10.00
Bogotá,2015,Diciembre,657.36,7013.11,0.66
Bogotá,2015,Diciembre,7974.00,342297.82,7.97
Bogotá,2015,Diciembre,9577.53,589845.61,9.58
Bogotá,2015,Diciembre,6652.80,63929.15,6.65
Bogotá,2015,Diciembre,11300.69,686794.22,11.30
Bogotá,2015,Diciembre,19140.60,759295.50,19.14
Bogotá,2015,Diciembre,56994.00,585478.33,56.99
Bogotá,2015,Diciembre,37500.00,332036.32,37.50
Bogotá,2015,Diciembre,434.80,9711.41,0.43
Bogotá,2015,Diciembre,37.50,857.95,0.04
Bogotá,2015,Diciembre,539.30,10487.01,0.54
Bogotá,2015,Diciembre,1649.78,42092.65,1.65
Bogotá,2015,Diciembre,9071.80,171708.29,9.07
Bogotá,2015,Diciembre,1070.00,9599.37,1.07
Bogotá,2015,Diciembre,67.65,1230.85,0.07
Bogotá,2015,Diciembre,354.41,2463.57,0.35
Bogotá,2015,Diciembre,5760.00,89719.26,5.76
Bogotá,2015,Diciembre,493.00,20956.79,0.49
Bogotá,2015,Diciembre,4528.79,94000.32,4.53
Bogotá,2015,Diciembre,119368.41,1768650.88,119.37
Bogotá,2015,Diciembre,15200.64,41653.59,15.20
Bogotá,2015,Diciembre,300000.00,2915858.63,300.00
Bogotá,2015,Diciembre,2447.00,61351.37,2.45
Bogotá,2015,Diciembre,52435.57,1348112.17,52.44
Bogotá,2015,Diciembre,174.15,6412.67,0.17
Bogotá,2015,Diciembre,7675.52,175496.42,7.68
Bogotá,2015,Diciembre,2252.53,32037.83,2.25
Bogotá,2015,Diciembre,3776.87,39581.98,3.78
Bogotá,2015,Diciembre,23755.55,655265.51,23.76
Bogotá,2015,Diciembre,5165.81,150109.39,5.17
Bogotá,2015,Diciembre,5714.28,61895.78,5.71
Bogotá,2015,Diciembre,3406.81,85415.88,3.41
